emotion,pitch,intensity,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
02,1831.5065,0.0036388037,-649.47095,48.736828,-11.061043,1.340274,-6.3219647,-5.146925,-7.923725,-11.958522,-6.557234,-4.027463,-7.22297,-6.0610905,-9.744023
02,1920.5525,0.00274149,-644.26904,43.547195,-5.8384166,7.798074,-6.1381946,-5.017681,-4.065014,-7.9815655,-6.299098,-2.2558682,-4.6757936,-6.6697464,-5.1349106
02,1849.1667,0.0030213858,-654.7285,46.224503,-8.825291,7.3819704,-7.828604,-2.755002,-5.140015,-9.549978,-4.8942904,-3.7259579,-2.7659783,-7.619688,-5.975799
02,1879.3052,0.003367713,-651.52234,41.243298,-6.728539,0.9630482,-7.4115567,-2.5402012,-8.835062,-11.491202,-8.204978,-2.871476,-7.1914587,-8.530298,-8.152103
02,1763.0425,0.0032916954,-657.25,47.33328,-4.962772,3.1611543,-6.3184104,-1.8223615,-7.8445582,-10.285819,-6.404776,-1.3007375,-6.015566,-8.7457285,-8.5443325
03,1893.6234,0.0067745415,-584.8095,43.18487,-21.30186,8.527552,-6.8743467,-6.161053,-4.6324816,-12.898247,-4.4763713,-3.367257,-5.523036,-2.7173173,-8.498698
03,1861.6953,0.006062844,-604.6987,45.07209,-17.890179,12.041526,-6.429033,-6.6027994,-4.5485315,-12.551144,-3.5843372,-4.1316247,-6.316832,-1.837649,-7.81006
03,1810.988,0.006718313,-596.9097,42.28311,-20.867561,5.3886557,-8.000669,-6.724699,-8.967098,-14.922028,-5.081354,-3.6502304,-8.352836,-2.4565268,-10.150615
03,1766.1926,0.006538937,-593.0543,46.503887,-15.529931,8.504859,-6.198272,-6.078748,-8.619365,-12.890373,-3.1055381,-2.15818,-7.117529,-1.9770372,-8.486348
03,1900.692,0.016424965,-485.5585,32.210354,-29.872738,6.866109,-11.342902,-14.860304,-6.806929,-15.646826,-3.9503899,-7.934324,-9.380689,-2.202927,-11.6284895
03,1914.4503,0.016838655,-483.8502,35.787163,-30.68064,6.0185237,-9.470606,-15.612417,-8.272376,-14.029022,-5.0692525,-5.9015927,-9.294798,-0.6474197,-10.770746
03,1840.4917,0.011553159,-534.45734,38.031597,-22.94729,4.590477,-6.4561396,-11.968885,-11.765813,-14.9696865,-4.122636,-3.665528,-11.607719,-2.2014947,-10.770111
03,1875.2137,0.012906192,-535.57874,36.26328,-22.62245,4.0168138,-8.625279,-12.712104,-9.146528,-14.396338,-6.2735667,-5.957328,-10.965573,-1.8183453,-11.756157
05,1718.522,0.0068917987,-562.57446,43.781868,-10.402452,6.048465,-6.3162794,-4.7099433,-3.6898515,-10.246,-4.4205613,-2.2729363,-2.981068,-2.3496072,-4.839126
05,1820.1561,0.0073929364,-532.0913,42.358124,-16.971235,7.453699,-8.148302,-4.63737,-5.435113,-10.416671,-2.704224,-0.8080576,-2.205372,-1.9357878,-4.137694
05,1580.1499,0.008209092,-573.29675,45.841038,-9.815437,4.2864203,-8.331692,-3.4894335,-5.228769,-11.024237,-5.628939,-1.9968007,-5.7729263,-2.4142268,-7.0663342
05,1798.916,0.007999855,-562.36847,41.374588,-15.704152,3.7824314,-11.244979,-6.927745,-5.256913,-12.749825,-5.8923283,-2.6502147,-5.279857,-2.4545405,-8.410737
05,1820.5447,0.024077872,-443.42944,29.981758,-23.440504,3.0224886,-14.731198,-7.9682097,-2.6709785,-13.843132,-2.4567146,-4.5530953,-3.8110073,-3.1909862,-7.0461497
05,1816.806,0.019258311,-467.90463,33.208317,-24.262503,2.9939787,-14.986861,-7.1980157,0.1998067,-12.791639,-4.086005,-4.7434196,-3.6555762,-1.9970081,-8.259774
05,1800.3893,0.04577863,-422.59006,25.627525,-30.711185,-4.4620347,-18.371431,-12.682888,-4.1518946,-18.2899,-7.3128514,-7.3090906,-8.170983,-4.6276426,-11.359122
05,1781.7461,0.040468182,-416.28802,23.78608,-30.841578,-2.1526597,-19.170496,-11.236555,-3.3947005,-17.0528,-6.166669,-6.7994413,-8.149091,-4.606156,-11.811431
01,1566.2859,0.003992747,-614.73914,56.70819,-2.6855345,10.650176,4.240806,-2.4720972,-12.03572,-6.65451,-3.1527145,-8.526169,-1.9532499,-2.605839,-4.9945354
01,1304.9208,0.0037459356,-618.5003,67.16306,5.289751,16.971664,10.753807,1.6424099,-7.73416,-3.596293,0.7531803,-4.428097,0.4402471,0.39507475,-0.50945914
01,1626.6154,0.004240741,-626.6999,59.548996,-0.16429633,12.612995,6.018281,-0.5424566,-13.246388,-6.0552826,-4.3443394,-8.161105,-0.008030553,-4.1532917,-4.067323
01,1668.8448,0.00451558,-615.3663,55.919556,3.1576004,11.845134,6.6712923,1.0603589,-15.418916,-7.8669305,-5.6997433,-8.891807,-2.1577637,-2.928041,-3.7435486
02,1550.7026,0.002763567,-635.1229,63.97642,6.7003474,11.79303,7.1260524,0.1235039,-11.55465,-3.8118794,-1.6332909,-6.4070325,3.966948,-5.095542,-2.7082243
02,1598.3986,0.0029721588,-630.1148,62.421486,0.3167777,10.669066,5.108355,-2.58851,-12.761922,-5.0758743,-1.9668045,-6.2913136,3.3330665,-5.8721204,-4.084897
02,1710.9817,0.0029540802,-634.46436,71.501274,-1.0364518,9.68161,11.8833475,-1.9640003,-20.343641,1.6000549,-3.325276,-8.641359,6.285799,-7.7494793,-2.606522
02,1794.5383,0.008056295,-550.0109,54.878986,-0.9466517,4.623077,5.761267,0.064808756,-16.534637,-4.1678014,-2.9913292,-9.53356,5.800438,-7.0580487,-5.0088286
02,1583.5297,0.0045558447,-550.4463,80.50827,-15.831251,4.9351,-0.59913206,-4.680715,-19.925549,-5.395381,-4.214595,-11.457953,13.990684,-5.9192386,-3.9411306
02,1773.0559,0.007872352,-522.8183,59.35227,-11.230975,7.052179,5.528337,-3.4559426,-13.628192,-10.241685,-4.7054653,-7.2921786,4.888458,-5.308111,-2.8448327
02,1569.238,0.00934959,-526.09064,61.796227,-3.5992322,7.174367,7.366132,0.037975717,-14.940064,-3.0833201,-2.7865033,-8.1439705,11.95095,-5.818413,-1.8384894
02,1646.1127,0.008873845,-528.44055,59.35176,-2.718086,5.5292487,4.7113237,1.0055418,-16.69993,-6.2227902,-0.67048603,-8.199925,10.962123,-8.5859785,-2.997125
03,1607.1067,0.007853621,-541.2651,62.418713,-10.422654,4.583743,3.384929,-0.8195005,-14.047442,-11.29046,-9.412293,-9.156746,3.8089867,-7.4751067,-5.1424446
03,1574.0986,0.010748979,-518.686,60.042294,-13.127339,-1.5082799,-3.8239794,-0.08242925,-13.794614,-11.445925,-9.528757,-11.950621,2.0204763,-9.762902,-5.478364
03,1806.6902,0.009978813,-530.7912,47.3913,-6.545994,5.063589,1.6119102,-1.8960193,-18.546787,-9.952934,-7.9847608,-12.89289,-1.8152341,-10.4837265,-5.5571337
03,1476.1335,0.0067457175,-558.9614,52.890564,-3.8151047,2.379026,-1.7449111,3.42342,-16.881487,-9.580489,-6.41453,-11.025261,1.7924427,-8.781248,-4.270979
03,1657.5477,0.022903197,-431.03326,46.68249,-10.095126,-4.1877785,-8.119683,-1.1614602,-15.675408,-9.910147,-7.7577486,-13.338644,3.856828,-9.011376,-6.5471973
03,1522.2996,0.03475514,-396.15756,44.288467,-16.906322,-3.5465298,-12.570479,-1.2056873,-13.956591,-12.861631,-11.221938,-15.224035,3.229763,-10.021192,-6.9288206
03,1337.6654,0.04288741,-349.295,41.83825,-5.3173065,-3.2578378,-10.042331,-0.33228323,-12.243982,-14.550334,-11.553352,-17.775646,-3.0740628,-5.846982,-10.364387
03,1483.2769,0.02415791,-398.994,46.391808,-11.255848,-5.9670587,-3.2799873,1.220975,-15.306036,-9.98651,-9.57162,-12.807641,2.08165,-10.4022665,-5.5977244
05,1769.9359,0.002378383,-612.0989,66.77941,3.2154756,18.244734,6.5251684,-1.5141194,-6.824408,-11.262509,-6.1204023,-4.453384,-5.157606,-4.0324774,-2.5447845
05,1866.1427,0.0090353545,-508.9719,56.83463,-9.604198,13.843972,3.9395897,-3.5818377,-7.659627,-12.343734,-6.4251127,-7.6411424,-8.225974,-4.2265205,-3.674127
05,1886.3501,0.0070133614,-525.7731,59.91976,-10.032407,13.193439,2.3252265,-3.6522686,-11.944931,-15.479843,-7.1778893,-6.706893,-6.7427325,-3.7050781,-1.448348
05,1857.1221,0.011177284,-484.61078,58.158073,-10.684373,6.499303,0.95555246,-4.4078264,-14.160774,-13.4748,-8.97241,-8.471829,-6.402417,-4.492767,-3.196228
05,1809.8402,0.05542745,-335.92026,41.721554,-17.881405,9.845036,-11.201361,-2.876,-5.54716,-15.996077,-4.7440176,-7.304643,-6.8999543,-2.0706594,-4.988758
05,1775.9911,0.05155163,-326.9845,40.236984,-12.970549,9.1982155,-4.6846867,-3.7151313,-7.13816,-15.065135,-5.8896985,-5.4472246,-6.7736526,-4.2028127,-4.3710537
05,1644.1683,0.04791457,-349.29453,46.76302,-13.230843,6.2799573,-9.562721,-3.9801292,-5.718723,-15.92957,-8.441671,-5.8392367,-5.9205823,-2.7696197,-5.5665135
05,1695.6982,0.06581823,-320.8727,41.64488,-13.084024,7.5657954,-11.779684,-3.285425,-5.0019794,-13.224338,-9.751685,-5.7427034,-3.9486349,-3.210823,-7.1931224
01,1900.1718,0.0024753462,-695.8503,42.93426,-7.2745557,8.977729,-4.170579,-4.924891,-6.53796,-12.679187,-7.3114705,-3.6008554,-3.2500985,-7.083313,-4.540171
01,1868.691,0.0027499008,-699.05884,43.971985,-7.463785,6.14891,-8.039638,-7.6064873,-8.504782,-14.781918,-10.882157,-5.3247323,-4.378772,-8.113154,-5.3629074
01,1808.7832,0.0025692831,-719.3511,46.50712,-6.723056,2.0493107,-5.9552836,-4.5575995,-9.712336,-14.66402,-8.840659,-6.0597134,-5.4943433,-9.315282,-5.959335
01,1767.9993,0.0021529053,-726.7585,46.6224,-3.2128234,2.1592412,-5.9337497,-4.6862383,-8.642963,-14.10784,-9.158595,-5.685967,-5.028535,-8.541237,-6.1935964
02,1900.8588,0.0027633025,-660.3489,51.629906,-10.654974,3.7262275,-10.333007,-7.4556923,-9.549084,-14.666876,-10.906918,-4.82825,-4.0853133,-9.065867,-4.6358156
02,1822.8683,0.002985455,-659.7015,54.78945,-17.974657,4.514951,-7.6019006,-6.853135,-10.136917,-13.472782,-8.6167345,-3.6340382,-3.3530722,-9.022442,-4.807084
02,1636.3031,0.003955806,-649.0007,51.3759,-6.062449,6.623451,-8.53977,-4.004295,-8.75922,-13.475445,-8.887058,-4.508001,-3.0425632,-7.012759,-2.221001
02,1785.8711,0.0027143138,-657.90283,54.73062,-12.27472,-0.35324386,-7.772831,-5.1279163,-12.276025,-20.516783,-8.849319,-4.2577,-5.9824433,-8.259951,-6.750642
02,1900.6212,0.002612021,-663.02606,49.320267,-10.904673,2.5854738,-8.79481,-4.552904,-10.8045635,-13.400598,-9.38186,-4.2848005,-3.7200203,-10.603786,-5.372888
02,1901.0582,0.0027035254,-638.6897,60.61547,-18.470163,3.4609892,-6.0006266,-6.1871953,-14.307843,-21.161999,-9.903059,-3.9606225,-5.1400914,-9.956863,-2.9783971
02,1742.0287,0.0032472035,-613.9884,55.380436,-14.584273,4.475887,-9.213384,-4.576474,-12.888386,-19.76373,-5.66795,-3.9381382,-4.8708453,-8.4960785,-3.0677948
02,1921.214,0.0028513584,-667.6102,48.528717,-6.3047724,1.7821597,-9.877085,-6.140696,-15.069179,-14.632694,-9.023977,-5.2522907,-8.135798,-11.808276,-4.5969086
03,1850.2263,0.0045052795,-650.4511,46.445557,-16.175938,6.3346863,-7.7138906,-8.613978,-7.716543,-14.304404,-8.1412525,-4.4529977,-7.792503,-8.840263,-6.359795
03,1917.1005,0.006685673,-598.9671,39.636375,-20.287094,5.702582,-6.8105197,-11.35649,-5.1394033,-15.260244,-8.590343,-2.9323323,-7.2160583,-7.563582,-6.929523
03,1802.5046,0.0053678276,-620.30194,44.094635,-12.841684,8.851801,-4.1408377,-7.575771,-3.3067186,-12.536225,-7.0538387,-5.823918,-4.1522613,-6.591554,-5.185892
03,1795.8108,0.0070135402,-607.9138,43.23118,-15.182761,5.7042084,-3.8453722,-9.988028,-5.7680507,-14.328465,-5.538021,-3.9313366,-5.839096,-5.6219516,-4.76296
03,1946.0417,0.013652871,-498.47202,34.721436,-23.286217,2.3580852,-6.037968,-8.603201,-4.7190843,-16.445898,-7.563459,-0.08698241,-4.0755897,-8.949427,-1.7021717
03,1854.7379,0.018199546,-499.70184,21.139519,-21.555292,2.1008773,-8.45818,-10.92014,-2.0158958,-13.43869,-4.9641986,-3.4350839,-6.6762123,-6.9289203,-6.173523
03,1914.0929,0.015679158,-520.53156,23.30079,-18.062801,1.0941862,-9.181803,-11.704225,-7.6749496,-15.642747,-7.8233547,-5.0988393,-7.404884,-6.0623636,-6.794501
03,1804.3243,0.024512349,-463.18295,24.793516,-25.70761,0.5235935,-9.254232,-13.261866,-11.202358,-17.99829,-5.2644305,-5.4458256,-9.750964,-11.561938,-6.1689057
05,1786.1444,0.007930033,-554.8937,34.205566,-10.455088,3.2919,-9.409958,-7.528144,-7.363871,-13.511052,-8.225048,-5.0386534,-4.2980013,-8.199026,-3.7463448
05,1812.4109,0.010239254,-538.26654,28.846998,-12.098068,2.430066,-11.566411,-7.38282,-4.1110864,-13.692854,-6.6502795,-3.6516485,-3.5020971,-6.0251455,-4.4335027
05,1754.9803,0.011358923,-558.1368,28.35515,-11.212072,-0.305663,-10.303315,-10.182581,-7.7437754,-16.63668,-9.197369,-6.4138193,-4.887726,-7.786608,-8.337311
05,1881.7655,0.007874862,-572.8906,34.441734,-12.106583,2.024974,-11.63511,-7.9828205,-8.429833,-15.815237,-8.441461,-3.904726,-3.7777076,-7.9589796,-4.9492354
05,1911.2625,0.03709915,-414.13315,17.07874,-18.997746,0.13165115,-15.076841,-5.848515,-2.7221537,-16.15158,-3.6624568,-7.548866,-3.0178208,-4.9005756,-2.016419
05,1843.3989,0.028174354,-433.97296,18.500368,-16.82897,-0.20778665,-15.573719,-7.006859,-5.1936984,-16.722635,-5.265569,-4.7923293,-3.6874835,-2.6248202,-1.4055015
05,1908.5002,0.039416216,-399.0657,11.352522,-17.75301,0.09403572,-13.359734,-11.505841,-7.0176516,-19.160471,-3.7646549,-4.9437814,-3.165879,-7.660788,-5.317584
05,1894.094,0.026748542,-465.65955,12.013588,-19.443048,-7.2163014,-19.932617,-9.410556,-8.407403,-19.104116,-5.662807,-9.245564,-3.6615982,-4.9568334,-3.1268275
01,1207.8577,0.0015151297,-713.4335,68.36094,7.989171,15.139791,11.715775,0.43098292,1.002558,-2.7731187,-0.12734737,1.8932492,2.404442,1.5577694,-0.20470849
01,1320.7687,0.0012610094,-731.04675,71.22909,4.7060733,19.485657,11.931984,3.1546195,3.0610247,-3.3929598,1.6570351,4.184657,4.104265,2.8819532,0.25060827
01,1163.2963,0.002137701,-687.34436,65.14187,3.0542884,17.502035,8.701955,-0.2692074,2.5011365,-5.7337937,-6.4029083,3.139679,1.99735,1.6530609,-0.49405465
01,1130.0952,0.0017349252,-719.1148,69.37248,9.14582,17.470062,9.558501,1.2618631,3.4300103,-6.9391947,-2.3572764,3.4550145,1.8219111,4.073016,0.64530045
02,1197.9152,0.0011148276,-732.39154,74.417595,9.957227,20.32336,5.8946714,1.8330762,-0.5805243,-0.18544438,1.4413654,3.139661,3.4028313,3.802841,-1.4289092
02,1357.7782,0.0007041388,-773.9628,69.54776,14.766401,25.346931,6.108048,4.687026,2.77475,0.20582074,4.7149334,3.7340164,3.453125,6.16871,-2.1829307
02,1198.1628,0.0010547161,-747.1589,71.51419,13.281767,20.926575,4.225773,5.0209208,0.27736267,-2.9737003,-0.48456353,6.272964,3.8595622,3.5259335,-0.46601105
02,1173.0323,0.0017739664,-710.3511,66.41768,13.519736,15.207065,1.55435,4.630612,-2.0806735,-2.9759622,-1.1490536,4.7653947,4.1030827,1.2741798,-0.85136014
02,1303.5593,0.0010338245,-728.2159,68.302605,8.8685055,21.326395,6.6842165,3.9150274,-0.17241152,1.2478184,2.4974985,4.483353,5.46235,4.299603,-1.6944048
02,1312.5942,0.00049930095,-788.4148,61.05521,16.276304,22.374853,8.566931,5.714801,0.9183318,-0.13286182,4.517874,7.532569,6.360081,4.5198736,0.14376193
02,1110.2795,0.0008583442,-758.1042,64.264,17.975967,23.658867,3.8145378,1.9258776,1.1887462,-1.0535554,1.8170172,8.370338,2.8774753,4.718699,-2.8536348
02,1365.0911,0.00069261977,-779.51715,62.9809,20.787815,25.956495,8.524118,4.763363,1.6989223,-3.2781785,3.2695615,9.374279,3.624204,5.2965198,-1.6630045
03,1350.5345,0.0023826049,-675.9472,65.55761,4.39775,15.4905615,9.071381,1.6905048,-0.54678625,-1.0787311,-10.267439,-3.2622576,6.100595,-2.4363995,-1.7463975
03,1455.9094,0.0030792933,-655.9602,62.273285,-0.5966095,14.280578,10.207513,0.4006304,-0.36432418,0.46730167,-5.1735454,0.3538085,4.0530562,-1.1980872,-1.6482733
03,1158.8193,0.0023416355,-681.50244,53.67715,7.8891654,15.003612,7.496662,0.60752577,0.40647665,-3.784906,-3.164779,0.1472853,2.2793975,-1.1397794,-1.4636345
03,978.9985,0.004697595,-612.02905,68.37137,0.24628866,11.889709,2.9513836,-2.587056,-3.4354706,-5.571573,-8.305637,-0.8914382,2.6468205,-3.349977,-1.1202804
03,1329.5128,0.0037572796,-616.6896,52.44195,3.3628867,7.6039577,-2.6698928,-1.6701909,-5.894978,-4.3877892,-9.923696,-7.1960244,2.25558,-5.3309197,-4.45363
03,1408.3944,0.009314404,-548.12854,58.015133,-11.591911,2.871154,2.0050535,-3.010684,-9.0034075,-2.9245555,-11.904448,-6.313969,5.1597805,-6.071684,-2.415881
03,1102.8534,0.008661733,-562.88074,59.83793,-2.8376877,8.135034,4.0089793,-2.2829888,-7.623981,-7.147433,-16.505234,-4.8847246,3.1197536,-6.729407,-4.807905
03,1244.1875,0.008170896,-563.365,43.991817,-0.28653142,5.5650635,0.91609895,-0.7706401,-5.660745,-4.331174,-9.818234,-8.509374,2.0153704,-5.190903,-4.9647484
05,1561.5178,0.010968318,-530.7511,57.402336,-12.861926,6.974574,5.557503,-13.368005,-4.748325,-3.1927059,-7.3058167,-4.772196,1.4820014,-3.0127783,-2.5086634
05,1559.1018,0.009618741,-548.7486,53.61569,-3.3639624,14.486692,7.0473976,-9.573701,-3.58178,0.4844211,-3.1737957,-2.1677039,2.028064,-0.6557022,-0.9145622
05,1168.5128,0.003440386,-617.4165,75.535324,6.9188824,9.33725,8.847602,-7.298743,-0.068878606,-6.8464847,-6.0127745,1.3507575,2.3913128,0.7271795,3.0961456
05,1232.6377,0.0057357964,-580.82275,68.2817,-0.2344439,13.09045,4.1463223,-9.643879,0.5444052,-6.699572,-5.598043,-1.494265,0.68736756,1.5369961,-3.6222165
05,1695.904,0.03918575,-384.0643,34.256424,-17.813843,1.6445556,-1.4034632,-10.599475,-11.906975,-2.3656275,-9.861035,-5.0225196,0.30586293,-3.8414161,-3.687164
05,1738.9386,0.03623844,-415.5648,38.486977,-9.673045,5.355225,-0.7874865,-9.335597,-9.317085,-3.547311,-6.957916,-5.2747674,0.8247419,-3.5363483,-2.7486584
05,1551.346,0.05518782,-350.02188,30.031206,-10.444896,-3.1150224,0.19722423,-9.963837,-14.113779,-2.31856,-10.919786,-7.2998095,4.090269,-1.4101479,-4.5077157
05,1630.876,0.061394747,-343.56802,30.301905,-15.451939,-4.369333,-2.1417978,-9.978175,-12.471821,-0.41930112,-13.282942,-9.884019,4.1306806,-2.8131769,-3.861857
01,1893.3445,0.001603288,-736.0868,50.89171,-18.46466,8.632231,0.63062966,-10.233562,-8.63306,-9.96855,-7.245039,0.2692192,-6.2777176,-3.4392772,-7.3254495
01,1880.2505,0.0020134228,-697.0333,52.721966,-18.394604,13.298955,-0.0799654,-12.791263,-9.582618,-9.804233,-3.5838494,1.772486,-5.0536466,-0.69905776,-6.3102365
01,1848.786,0.0021694854,-704.21606,50.68633,-11.04975,9.263934,0.47050446,-8.964567,-10.8505535,-9.529206,-5.836635,1.5158615,-6.5852017,-1.3031585,-3.9353359
01,1859.8806,0.0021663697,-710.57117,53.051273,-14.801417,8.403964,-0.1660143,-10.802906,-11.535566,-10.901441,-6.12013,0.14787778,-8.374228,-2.5629933,-5.523454
02,1890.2817,0.00085902284,-727.5514,46.937637,-3.4761481,9.773693,4.917169,-9.099194,-16.531698,-8.444363,-2.7294116,-0.73227453,-6.269356,-5.909162,-6.685888
02,1946.3577,0.0009865585,-722.12714,54.29466,-5.969025,9.02107,6.297482,-8.623025,-17.869726,-12.482069,-1.6699969,1.10287,-6.4406056,-6.8317018,-5.6841664
02,1761.466,0.0013868675,-699.43115,64.44927,-4.0125065,5.070219,4.2827516,-6.839472,-19.00791,-12.2518425,-3.122242,4.5190306,-6.253595,-5.268787,-5.204109
